latitude,longitude,elevation,wind_speed,humidity,temperature,distance,angle,velocity,elevation_diff,drag_force
8.786430706918452,64.01395324664284,623.5917639882051,27.19666497663537,0.4012595008036087,-1.3771504412113131,30,0.0,14306.629324436743,,39793801.53960495
38.73408594703551,-82.79712965082065,1392.686977630919,23.22141998095916,0.929291417302714,2.38209183284485,30,1.5707963267948966,14306.629324436743,769.0952136427139,4634959.854976615
18.49740769289589,84.66984796413414,755.5036785849618,9.994354560859255,0.0996149302212713,11.498226535255856,30,-1.5707963267948966,14306.629324436743,-637.1832990459573,57118463.29968252
8.078972939441442,166.38787624227774,359.2073551192696,2.4330416996399027,0.9453015334790796,25.03570137573925,30,-1.5707963267948966,14306.629324436743,-396.2963234656922,3311405.5467029745
-13.742136118997152,-90.44886833281512,49.35745678266245,12.21723514241422,0.8694885305466322,0.0104479474765213,30,-1.5707963267948966,14306.629324436743,-309.84989833660717,8629788.104991468
26.2609403519981,27.416640390421293,134.49926292649715,6.967024265128282,0.4541623969075518,35.449525997245814,30,1.5707963267948966,14306.629324436743,85.1418061438347,31922003.519295648
-11.234301972715343,33.13509525786205,1358.7855469971346,3.9746290427394895,0.32670088176826,31.73911281015414,30,1.5707963267948966,14306.629324436743,1224.2862840706375,39858821.24694425
70.51914014077437,26.010686084714425,907.3936891120908,1.602815453604758,0.2327441292790568,-17.078582241468286,30,-1.5707963267948966,14306.629324436743,-451.3918578850438,54139690.249970645
83.45929689018527,-99.6906122493774,1073.1584222174445,21.76783092631736,0.6144647064768743,-4.781448544590635,30,1.5707963267948966,14306.629324436743,165.76473310535368,25950679.28491415
-20.98052661136002,162.9896441461146,1793.3425860806842,0.3428237587509308,0.0330745914755056,6.768130759552115,30,1.5707963267948966,14306.629324436743,720.1841638632397,62382820.1790562
52.51050685487962,-19.034863697654146,1980.6778947934088,23.11742245508329,0.0156060644468282,-13.722326675451557,30,1.5707963267948966,14306.629324436743,187.33530871272455,68557727.36176994
5.201085555522809,124.707122089606,433.79396879694787,4.408399362011251,0.4287957224982378,0.9085593420098236,30,-1.5707963267948966,14306.629324436743,-1546.883925996461,37645108.305862166
12.248020996907812,71.81253911430156,1326.1564062002017,2.3856624776026725,0.0680740739747202,24.405851537060947,30,1.5707963267948966,14306.629324436743,892.3624374032538,56538347.10289334
76.607394892679,-72.92269769215189,526.6447534743013,2.6880910271581615,0.2519409882460929,20.830868868569553,30,-1.5707963267948966,14306.629324436743,-799.5116527259004,45939053.17912661
-77.21350952438036,112.96721509289182,41.30199893145736,20.161434220617434,0.2211609153460838,17.343065713960293,30,-1.5707963267948966,14306.629324436743,-485.3427545428439,48407360.359604135
-74.31672605372268,-37.257933295085536,1516.7573076722829,7.361016295585343,0.2531911937228519,22.631704163340736,30,1.5707963267948966,14306.629324436743,1475.4553087408256,45581196.66085414
-86.36068846074137,137.19715096001818,640.0343016449357,12.616184000402953,0.1310552312152577,-7.704578782417894,30,-1.5707963267948966,14306.629324436743,-876.7230060273472,59137338.996989265
59.871572198628826,29.25823414890914,766.9277883437959,16.721063739717508,0.0120362228976542,0.5018868918839274,30,1.5707963267948966,14306.629324436743,126.89348669886022,65208923.27478362
50.06821517097307,137.424730267747,1176.6342271072117,25.816535214863812,0.115484297138748,20.574548936647773,30,1.5707963267948966,14306.629324436743,409.7064387634158,54366711.44463583
66.60218668442744,69.3113724279957,1662.0969104723808,21.81132788133985,0.6184802595127479,32.754085781879624,30,1.5707963267948966,14306.629324436743,485.46268336516914,22510239.08265578
86.15130160189753,81.09154073507057,1257.9636871822977,8.10983715716144,0.9742562128180504,12.62068322968571,30,-1.5707963267948966,14306.629324436743,-404.13322329008315,1626673.8169265902
53.84854155901024,0.4767774936128148,1745.3013108947905,3.944483978733828,0.990345001560894,-3.038020943267803,30,1.5707963267948966,14306.629324436743,487.3376237124928,645665.3729444741
-6.933714794472266,164.19010850036062,547.0840696312715,1.6612296126359385,0.4090540953730616,-18.185884519641043,30,-1.5707963267948966,14306.629324436743,-1198.217241263519,41880915.12403005
50.49525173156198,51.83647172266947,1596.093667825127,9.047959034428274,0.1629544260466053,22.6202097384528,30,1.5707963267948966,14306.629324436743,1049.0095981938557,51090762.78554965
